state,hospital,LHN,remoteness,beds,peer_group,ED,ES,NAP,hospital name,Phone_ number,Street _address,Suburb,Postcode,State_add,Latitude,Longitude
WA,Pemberton Hospital,WA Country Health Service,Outer Regional,8.6,Public acute group D,No,No,Yes,Pemberton Hospital,08 9776 4000,Railway Cresent,Pemberton,6260,WA,-34.444875,116.031954
WA,Perth Children's Hospital,Child Adolescent Health Service (WA),Major Cities,282,Childrens,Yes,Yes,Yes,Perth Children's Hospital,08 6456 2222,15 Hospital Ave,Nedlands,6009,WA,-31.969503,115.817165
WA,Plantagenet Hospital,WA Country Health Service,Outer Regional,11.5,Public acute group D,No,No,Yes,Plantagenet Hospital,08 9892 1222,Langton Road,Mount Barker,6324,WA,-34.626092,117.654561
WA,Quairading Hospital,WA Country Health Service,Outer Regional,3.5,Very small,No,No,Yes,Quairading Hospital,08 9645 1100,Harris Street,Quairading,6383,WA,-32.014481,117.402627
WA,Ravensthorpe Hospital,WA Country Health Service,Very Remote,3.9,Very small,No,No,Yes,Ravensthorpe Health Centre,08 9838 2211,Martin Street,Ravensthorpe,6346,WA,-33.584918,120.045461
WA,Rockingham General Hospital,South Metropolitan Health Service (WA),Major Cities,201,Public acute group A,Yes,Yes,Yes,Rockingham General Hospital,08 9599 4000,Elanora Drive,Cooloongup,6168,WA,-32.291359,115.770899
WA,Roebourne Hospital,WA Country Health Service,Remote,10,Very small,No,No,Yes,Roebourne Hospital,08 9182 0200,42-44 Hampton Street,Roebourne,6718,WA,-20.776317,117.143955
WA,Royal Perth Hospital Wellington Street Campus,East Metropolitan Health Service (WA),Major Cities,563,Principal referral,Yes,Yes,Yes,Royal Perth Hospital Wellington Street Campus,08 9224 2244,Wellington Street,Perth,6000,WA,-31.954242,115.8663
WA,Selby Authorised Lodge,North Metropolitan Health Service (WA),Major Cities,32,Psychiatric,No,No,No,Selby Authorised Lodge,08 9382 0800,6 Lemnos Street,Shenton Park,6008,WA,-31.958204,115.80199
WA,Sir Charles Gairdner Hospital,North Metropolitan Health Service (WA),Major Cities,618.4849,Principal referral,Yes,Yes,Yes,Sir Charles Gairdner Hospital,08 6457 3333,Hospital Avenue,Nedlands,6009,WA,-31.968291,115.815467
WA,Southern Cross Hospital,WA Country Health Service,Remote,4.8,Very small,No,No,Yes,Southern Cross Hospital,08 9081 2222,Coolgardie Road (Great Eastern Highway),Southern Cross,6426,WA,-31.230709,119.337829
WA,St John of God Midland Hospital,East Metropolitan Health Service (WA),Major Cities,307,Public acute group A,Yes,Yes,Yes,St John of God Midland Public Hospital,08 9462 4000,1 Clayton Street,Midland,6056,WA,-31.894832,116.008852
WA,State Forensic Mental Health Service,North Metropolitan Health Service (WA),Major Cities,34,Psychiatric,No,No,No,State Forensic Mental Health Service,08 9347 6960,Brockway Road,Mount Claremont,6010,WA,-31.960937,115.788431
WA,Tom Price Hospital,WA Country Health Service,Very Remote,8,Public acute group D,No,No,Yes,Tom Price Hospital,08 9159 5222,862 Mine Road,Tom Price,6751,WA,-22.695367,117.790271
WA,Wagin Hospital,WA Country Health Service,Outer Regional,8,Very small,No,No,Yes,Wagin Hospital,08 9861 3444,Warwick Street,Wagin,6315,WA,-33.304662,117.347319
WA,Warren Hospital,WA Country Health Service,Outer Regional,18,Public acute group C,No,Yes,Yes,Warren Hospital,08 9772 5100,16 Hospital Avenue,Manjimup,6258,WA,-34.240969,116.154112
WA,Wongan Hills Hospital,WA Country Health Service,Outer Regional,4.6,Public acute group D,No,No,Yes,Wongan Hills Hospital,08 9691 1222,Ackland Street,Wongan Hills,6603,WA,-30.894159,116.724843
WA,Wyalkatchem-Koorda and Districts Hospital,WA Country Health Service,Outer Regional,2,Very small,No,No,Yes,Wyalkatchem-Koorda and Districts Hospital,08 9692 1222,Honour Avenue,Wyalkatchem,6485,WA,-31.176246,117.386212
WA,Wyndham Hospital,WA Country Health Service,Very Remote,7,Public acute group D,No,No,Yes,Wyndham Hospital,08 9161 0222,Minderoo Street,Wyndham,6740,WA,-15.477793,128.127772
WA,York Hospital,WA Country Health Service,Inner Regional,6.7,Very small,No,No,Yes,York Hospital,08 9641 0200,Trews Road,York,6302,WA,-31.894392,116.757416
